model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day,model_key_,fuel_,paint_color_,factorized_model_key,factorized_fuel,factorized_paint_color,factorized_car_type,factorized_private_parking_available,factorized_has_gps,factorized_has_air_conditioning,factorized_automatic_car,factorized_has_getaround_connect,factorized_has_speed_regulator,factorized_winter_tires,factorized_model_key_,factorized_fuel_,factorized_paint_color_
Toyota,65187,190,diesel,grey,suv,True,True,True,False,False,False,False,205,Toyota,diesel,grey,25,0,4,6,0,0,1,0,1,1,1,15,0,4
BMW,146618,135,diesel,black,suv,True,True,False,True,False,False,True,124,BMW,diesel,black,5,0,0,6,0,0,0,1,1,1,0,5,0,0
Mitsubishi,92488,190,diesel,grey,suv,False,True,False,False,False,True,True,180,Mitsubishi,diesel,grey,22,0,4,6,1,0,0,0,1,0,0,12,0,4
Mitsubishi,157796,210,diesel,black,suv,True,True,False,False,True,False,True,127,Mitsubishi,diesel,black,22,0,0,6,0,0,0,0,0,1,0,12,0,0
BMW,98390,100,diesel,grey,suv,False,True,False,False,False,False,True,113,BMW,diesel,grey,5,0,4,6,1,0,0,0,1,1,0,5,0,4
BMW,148521,105,diesel,grey,suv,False,True,False,False,True,False,True,123,BMW,diesel,grey,5,0,4,6,1,0,0,0,0,1,0,5,0,4
Mitsubishi,29045,230,diesel,silver,suv,False,False,False,False,False,False,False,210,Mitsubishi,diesel,silver,22,0,3,6,1,1,0,0,1,1,1,12,0,3
Nissan,114471,100,diesel,black,suv,True,True,False,False,False,False,True,110,Nissan,diesel,black,21,0,0,6,0,0,0,0,1,1,0,11,0,0
BMW,99233,190,diesel,grey,suv,True,False,False,True,False,False,True,130,BMW,diesel,grey,5,0,4,6,0,1,0,1,1,1,0,5,0,4
Mitsubishi,113216,230,diesel,silver,suv,True,True,False,True,True,True,True,187,Mitsubishi,diesel,silver,22,0,3,6,0,0,0,1,0,0,0,12,0,3
Mitsubishi,140095,180,diesel,white,suv,True,True,True,True,True,False,True,144,Mitsubishi,diesel,white,22,0,1,6,0,0,1,1,0,1,0,12,0,1
Mitsubishi,175252,210,diesel,grey,suv,True,True,False,True,True,False,True,132,Mitsubishi,diesel,grey,22,0,4,6,0,0,0,1,0,1,0,12,0,4
Nissan,87299,105,diesel,grey,suv,True,False,True,False,True,False,True,122,Nissan,diesel,grey,21,0,4,6,0,1,1,0,0,1,0,11,0,4
BMW,146183,120,diesel,black,suv,True,True,True,True,False,True,True,127,BMW,diesel,black,5,0,0,6,0,0,1,1,1,0,0,5,0,0
Nissan,132927,120,diesel,black,suv,True,True,True,False,True,False,True,99,Nissan,diesel,black,21,0,0,6,0,0,1,0,0,1,0,11,0,0
Mitsubishi,181891,225,diesel,white,suv,True,True,True,True,True,False,True,147,Mitsubishi,diesel,white,22,0,1,6,0,0,1,1,0,1,0,12,0,1
Nissan,120970,85,diesel,white,suv,False,True,False,False,True,False,True,101,Nissan,diesel,white,21,0,1,6,1,0,0,0,0,1,0,11,0,1
Mitsubishi,72104,180,diesel,grey,suv,True,True,False,False,False,False,True,156,Mitsubishi,diesel,grey,22,0,4,6,0,0,0,0,1,1,0,12,0,4
BMW,157094,135,diesel,white,suv,False,False,True,True,True,True,True,147,BMW,diesel,white,5,0,1,6,1,1,1,1,0,0,0,5,0,1
Nissan,142947,100,diesel,white,suv,True,False,True,False,False,False,True,107,Nissan,diesel,white,21,0,1,6,0,1,1,0,1,1,0,11,0,1
BMW,167662,135,diesel,grey,suv,True,True,False,True,True,False,True,136,BMW,diesel,grey,5,0,4,6,0,0,0,1,0,1,0,5,0,4
Suzuki,53221,180,diesel,white,suv,True,True,True,True,False,True,True,207,others,diesel,white,26,0,1,6,0,0,1,1,1,0,0,6,0,1
Nissan,141141,105,diesel,black,suv,True,True,False,True,True,False,True,119,Nissan,diesel,black,21,0,0,6,0,0,0,1,0,1,0,11,0,0
BMW,63507,135,diesel,grey,suv,False,False,False,False,False,False,False,150,BMW,diesel,grey,5,0,4,6,1,1,0,0,1,1,1,5,0,4
BMW,163832,105,diesel,brown,suv,False,True,True,False,True,True,True,119,BMW,diesel,brown,5,0,8,6,1,0,1,0,0,0,0,5,0,8
BMW,192055,120,diesel,blue,suv,True,True,False,True,True,False,True,130,BMW,diesel,blue,5,0,5,6,0,0,0,1,0,1,0,5,0,5
BMW,123813,100,diesel,brown,suv,True,True,False,False,True,False,True,127,BMW,diesel,brown,5,0,8,6,0,0,0,0,0,1,0,5,0,8
Mitsubishi,172852,180,diesel,black,suv,True,True,True,True,True,False,True,142,Mitsubishi,diesel,black,22,0,0,6,0,0,1,1,0,1,0,12,0,0
SEAT,50941,140,diesel,black,suv,True,True,True,True,True,False,True,173,SEAT,diesel,black,23,0,0,6,0,0,1,1,0,1,0,13,0,0
BMW,140215,100,diesel,black,suv,True,True,False,False,False,False,True,109,BMW,diesel,black,5,0,0,6,0,0,0,0,1,1,0,5,0,0
BMW,168240,135,diesel,silver,suv,False,True,False,True,True,True,True,127,BMW,diesel,silver,5,0,3,6,1,0,0,1,0,0,0,5,0,3
BMW,107760,120,diesel,blue,suv,False,True,False,True,False,False,True,127,BMW,diesel,blue,5,0,5,6,1,0,0,1,1,1,0,5,0,5
SEAT,112720,190,diesel,white,suv,True,True,True,True,True,True,True,187,SEAT,diesel,white,23,0,1,6,0,0,1,1,0,0,0,13,0,1
SEAT,62592,140,diesel,white,suv,True,True,False,True,True,False,True,189,SEAT,diesel,white,23,0,1,6,0,0,0,1,0,1,0,13,0,1
BMW,179762,140,diesel,black,suv,True,True,False,True,False,False,True,146,BMW,diesel,black,5,0,0,6,0,0,0,1,1,1,0,5,0,0
Toyota,281569,180,diesel,white,suv,True,True,False,True,True,True,True,144,Toyota,diesel,white,25,0,1,6,0,0,0,1,0,0,0,15,0,1
Nissan,163396,100,diesel,grey,suv,False,True,False,False,False,False,True,116,Nissan,diesel,grey,21,0,4,6,1,0,0,0,1,1,0,11,0,4
BMW,221872,135,diesel,black,suv,True,True,False,True,True,True,True,136,BMW,diesel,black,5,0,0,6,0,0,0,1,0,0,0,5,0,0
BMW,146517,120,diesel,grey,suv,True,True,False,True,True,True,True,139,BMW,diesel,grey,5,0,4,6,0,0,0,1,0,0,0,5,0,4
Mitsubishi,132583,225,diesel,black,suv,True,True,True,True,True,True,True,151,Mitsubishi,diesel,black,22,0,0,6,0,0,1,1,0,0,0,12,0,0
Nissan,189429,135,diesel,blue,suv,False,False,False,True,False,True,True,117,Nissan,diesel,blue,21,0,5,6,1,1,0,1,1,0,0,11,0,5
Mitsubishi,134909,190,diesel,grey,suv,True,True,False,True,True,True,True,195,Mitsubishi,diesel,grey,22,0,4,6,0,0,0,1,0,0,0,12,0,4
Mitsubishi,85387,190,diesel,black,suv,True,True,False,True,True,False,True,203,Mitsubishi,diesel,black,22,0,0,6,0,0,0,1,0,1,0,12,0,0
Mitsubishi,142463,190,diesel,white,suv,True,True,False,True,False,False,True,200,Mitsubishi,diesel,white,22,0,1,6,0,0,0,1,1,1,0,12,0,1
BMW,196501,135,diesel,silver,suv,True,True,True,True,False,True,True,131,BMW,diesel,silver,5,0,3,6,0,0,1,1,1,0,0,5,0,3
BMW,87432,135,diesel,silver,suv,False,False,False,False,False,False,False,146,BMW,diesel,silver,5,0,3,6,1,1,0,0,1,1,1,5,0,3
BMW,85603,140,diesel,grey,suv,True,True,True,False,False,False,False,164,BMW,diesel,grey,5,0,4,6,0,0,1,0,1,1,1,5,0,4
Nissan,53361,105,diesel,white,suv,False,True,False,False,False,False,True,114,Nissan,diesel,white,21,0,1,6,1,0,0,0,1,1,0,11,0,1
Nissan,100488,105,diesel,white,suv,False,True,False,True,False,True,True,127,Nissan,diesel,white,21,0,1,6,1,0,0,1,1,0,0,11,0,1
Mitsubishi,71743,190,diesel,black,suv,True,True,False,True,True,True,True,210,Mitsubishi,diesel,black,22,0,0,6,0,0,0,1,0,0,0,12,0,0
Mitsubishi,193244,155,diesel,black,suv,False,True,True,True,True,False,True,127,Mitsubishi,diesel,black,22,0,0,6,1,0,1,1,0,1,0,12,0,0
Subaru,114410,280,diesel,black,suv,True,True,False,True,True,False,True,191,Subaru,diesel,black,24,0,0,6,0,0,0,1,0,1,0,14,0,0
Mitsubishi,85526,190,diesel,white,suv,True,True,False,True,False,False,True,203,Mitsubishi,diesel,white,22,0,1,6,0,0,0,1,1,1,0,12,0,1
Mitsubishi,54433,190,diesel,black,suv,False,True,True,True,True,True,True,198,Mitsubishi,diesel,black,22,0,0,6,1,0,1,1,0,0,0,12,0,0
Mitsubishi,123474,190,diesel,black,suv,True,True,False,True,True,True,True,208,Mitsubishi,diesel,black,22,0,0,6,0,0,0,1,0,0,0,12,0,0
BMW,101071,140,diesel,black,suv,False,True,False,True,False,False,True,141,BMW,diesel,black,5,0,0,6,1,0,0,1,1,1,0,5,0,0
BMW,169680,135,diesel,silver,suv,True,True,False,True,False,True,True,130,BMW,diesel,silver,5,0,3,6,0,0,0,1,1,0,0,5,0,3
BMW,182218,190,diesel,black,suv,True,True,True,True,True,False,True,137,BMW,diesel,black,5,0,0,6,0,0,1,1,0,1,0,5,0,0
BMW,116168,190,diesel,grey,suv,True,True,True,True,True,True,True,151,BMW,diesel,grey,5,0,4,6,0,0,1,1,0,0,0,5,0,4
Nissan,233114,100,diesel,black,suv,False,False,False,False,False,False,False,90,Nissan,diesel,black,21,0,0,6,1,1,0,0,1,1,1,11,0,0
Nissan,124597,100,diesel,beige,suv,False,False,False,True,False,False,True,100,Nissan,diesel,beige,21,0,7,6,1,1,0,1,1,1,0,11,0,7
BMW,172437,135,diesel,grey,suv,True,True,False,True,True,False,True,135,BMW,diesel,grey,5,0,4,6,0,0,0,1,0,1,0,5,0,4
BMW,157625,135,diesel,grey,suv,True,True,False,True,False,False,True,130,BMW,diesel,grey,5,0,4,6,0,0,0,1,1,1,0,5,0,4
BMW,67211,140,diesel,black,suv,False,True,False,True,True,False,True,152,BMW,diesel,black,5,0,0,6,1,0,0,1,0,1,0,5,0,0
Mitsubishi,72664,160,diesel,black,suv,True,True,False,True,True,False,True,186,Mitsubishi,diesel,black,22,0,0,6,0,0,0,1,0,1,0,12,0,0
BMW,111368,120,diesel,black,suv,True,False,False,True,True,False,False,132,BMW,diesel,black,5,0,0,6,0,1,0,1,0,1,1,5,0,0
BMW,178811,105,diesel,grey,suv,True,True,False,False,False,False,True,112,BMW,diesel,grey,5,0,4,6,0,0,0,0,1,1,0,5,0,4
BMW,131789,100,diesel,brown,suv,True,True,True,False,False,False,True,120,BMW,diesel,brown,5,0,8,6,0,0,1,0,1,1,0,5,0,8
BMW,131931,120,diesel,silver,suv,True,True,False,True,False,True,True,130,BMW,diesel,silver,5,0,3,6,0,0,0,1,1,0,0,5,0,3
Mitsubishi,129317,230,hybrid_petrol,blue,suv,True,False,False,False,False,False,True,215,Mitsubishi,others,blue,22,2,5,6,0,1,0,0,1,1,0,12,2,5
BMW,117297,135,diesel,silver,suv,True,True,False,True,True,False,True,149,BMW,diesel,silver,5,0,3,6,0,0,0,1,0,1,0,5,0,3
BMW,166934,135,diesel,grey,suv,True,True,False,True,False,False,True,133,BMW,diesel,grey,5,0,4,6,0,0,0,1,1,1,0,5,0,4
Nissan,159393,160,diesel,white,suv,False,True,False,False,False,False,False,116,Nissan,diesel,white,21,0,1,6,1,0,0,0,1,1,1,11,0,1
BMW,182914,190,diesel,black,suv,True,True,True,True,True,False,True,134,BMW,diesel,black,5,0,0,6,0,0,1,1,0,1,0,5,0,0
Toyota,107244,280,diesel,grey,suv,True,True,True,False,False,False,True,210,Toyota,diesel,grey,25,0,4,6,0,0,1,0,1,1,0,15,0,4
Nissan,192275,100,diesel,black,suv,False,False,False,False,False,False,True,96,Nissan,diesel,black,21,0,0,6,1,1,0,0,1,1,0,11,0,0
BMW,102735,135,diesel,silver,suv,False,False,False,False,False,False,False,134,BMW,diesel,silver,5,0,3,6,1,1,0,0,1,1,1,5,0,3
Mitsubishi,131069,155,diesel,grey,suv,True,True,True,True,False,False,True,122,Mitsubishi,diesel,grey,22,0,4,6,0,0,1,1,1,1,0,12,0,4
BMW,151652,120,diesel,black,suv,True,True,False,True,False,False,True,126,BMW,diesel,black,5,0,0,6,0,0,0,1,1,1,0,5,0,0
Nissan,163484,85,diesel,white,suv,False,False,False,False,False,False,False,103,Nissan,diesel,white,21,0,1,6,1,1,0,0,1,1,1,11,0,1
Nissan,165199,130,diesel,brown,suv,True,True,True,True,True,False,True,110,Nissan,diesel,brown,21,0,8,6,0,0,1,1,0,1,0,11,0,8
BMW,161729,100,diesel,brown,suv,True,True,False,False,False,False,True,117,BMW,diesel,brown,5,0,8,6,0,0,0,0,1,1,0,5,0,8
BMW,175485,140,diesel,white,suv,True,True,False,True,True,True,True,140,BMW,diesel,white,5,0,1,6,0,0,0,1,0,0,0,5,0,1
BMW,148769,135,diesel,black,suv,True,False,False,True,False,False,True,140,BMW,diesel,black,5,0,0,6,0,1,0,1,1,1,0,5,0,0
Nissan,171677,100,diesel,black,suv,True,True,False,False,False,False,True,117,Nissan,diesel,black,21,0,0,6,0,0,0,0,1,1,0,11,0,0
Mitsubishi,167489,180,diesel,black,suv,True,True,True,True,True,True,True,147,Mitsubishi,diesel,black,22,0,0,6,0,0,1,1,0,0,0,12,0,0
BMW,52716,120,diesel,grey,suv,True,True,False,True,False,False,True,153,BMW,diesel,grey,5,0,4,6,0,0,0,1,1,1,0,5,0,4
Nissan,145455,105,diesel,black,suv,False,False,False,True,False,True,True,109,Nissan,diesel,black,21,0,0,6,1,1,0,1,1,0,0,11,0,0
Nissan,191958,100,diesel,grey,suv,False,True,False,False,False,False,True,101,Nissan,diesel,grey,21,0,4,6,1,0,0,0,1,1,0,11,0,4
BMW,182391,190,diesel,black,suv,True,True,True,True,True,False,True,134,BMW,diesel,black,5,0,0,6,0,0,1,1,0,1,0,5,0,0
BMW,146529,110,diesel,white,suv,True,True,False,False,False,False,True,136,BMW,diesel,white,5,0,1,6,0,0,0,0,1,1,0,5,0,1
Nissan,80061,135,diesel,grey,suv,True,True,False,False,False,False,False,130,Nissan,diesel,grey,21,0,4,6,0,0,0,0,1,1,1,11,0,4
BMW,108628,140,diesel,black,suv,True,True,False,True,True,True,True,163,BMW,diesel,black,5,0,0,6,0,0,0,1,0,0,0,5,0,0
Nissan,145046,135,diesel,white,suv,False,False,False,False,False,False,False,122,Nissan,diesel,white,21,0,1,6,1,1,0,0,1,1,1,11,0,1
Mitsubishi,26128,160,diesel,white,suv,True,False,False,False,False,False,True,189,Mitsubishi,diesel,white,22,0,1,6,0,1,0,0,1,1,0,12,0,1
BMW,128281,135,diesel,black,suv,True,True,False,True,True,True,True,133,BMW,diesel,black,5,0,0,6,0,0,0,1,0,0,0,5,0,0
BMW,79569,100,diesel,black,suv,True,True,False,False,False,False,True,129,BMW,diesel,black,5,0,0,6,0,0,0,0,1,1,0,5,0,0
BMW,77356,105,diesel,black,suv,False,True,False,False,False,False,True,151,BMW,diesel,black,5,0,0,6,1,0,0,0,1,1,0,5,0,0
Mitsubishi,91975,155,diesel,grey,suv,True,True,False,True,False,False,True,156,Mitsubishi,diesel,grey,22,0,4,6,0,0,0,1,1,1,0,12,0,4
BMW,180606,110,diesel,brown,suv,True,True,False,True,False,False,True,81,BMW,diesel,brown,5,0,8,6,0,0,0,1,1,1,0,5,0,8
Mitsubishi,125864,190,diesel,grey,suv,True,True,True,False,False,False,True,176,Mitsubishi,diesel,grey,22,0,4,6,0,0,1,0,1,1,0,12,0,4
SEAT,27264,140,diesel,white,suv,False,True,False,False,False,False,True,188,SEAT,diesel,white,23,0,1,6,1,0,0,0,1,1,0,13,0,1
Nissan,119398,100,diesel,silver,suv,True,True,False,True,False,False,True,104,Nissan,diesel,silver,21,0,3,6,0,0,0,1,1,1,0,11,0,3
Subaru,150500,225,diesel,black,suv,True,True,False,True,True,True,True,153,Subaru,diesel,black,24,0,0,6,0,0,0,1,0,0,0,14,0,0
Nissan,138122,85,diesel,silver,suv,True,True,True,False,False,False,True,114,Nissan,diesel,silver,21,0,3,6,0,0,1,0,1,1,0,11,0,3
Mitsubishi,150525,190,diesel,grey,suv,True,True,False,True,False,False,True,182,Mitsubishi,diesel,grey,22,0,4,6,0,0,0,1,1,1,0,12,0,4
BMW,117115,135,diesel,black,suv,True,True,False,True,True,True,True,149,BMW,diesel,black,5,0,0,6,0,0,0,1,0,0,0,5,0,0
Nissan,89668,105,diesel,white,suv,False,True,True,False,True,True,True,138,Nissan,diesel,white,21,0,1,6,1,0,1,0,0,0,0,11,0,1
Mitsubishi,96985,160,diesel,black,suv,True,True,False,True,True,False,True,181,Mitsubishi,diesel,black,22,0,0,6,0,0,0,1,0,1,0,12,0,0
BMW,104753,135,diesel,silver,suv,True,True,False,True,False,False,True,130,BMW,diesel,silver,5,0,3,6,0,0,0,1,1,1,0,5,0,3
Mitsubishi,127082,190,diesel,black,suv,True,True,True,True,False,True,True,198,Mitsubishi,diesel,black,22,0,0,6,0,0,1,1,1,0,0,12,0,0
Mitsubishi,101042,225,diesel,black,suv,False,True,False,True,True,False,True,154,Mitsubishi,diesel,black,22,0,0,6,1,0,0,1,0,1,0,12,0,0
BMW,154812,135,diesel,black,suv,False,True,False,True,True,True,True,140,BMW,diesel,black,5,0,0,6,1,0,0,1,0,0,0,5,0,0
BMW,27253,190,diesel,grey,suv,True,True,False,True,True,True,True,206,BMW,diesel,grey,5,0,4,6,0,0,0,1,0,0,0,5,0,4
BMW,72760,120,diesel,silver,suv,True,True,True,True,True,False,True,145,BMW,diesel,silver,5,0,3,6,0,0,1,1,0,1,0,5,0,3
Mitsubishi,151480,190,diesel,black,suv,True,True,True,False,True,False,True,183,Mitsubishi,diesel,black,22,0,0,6,0,0,1,0,0,1,0,12,0,0
SEAT,25830,140,diesel,black,suv,True,True,False,True,True,True,True,186,SEAT,diesel,black,23,0,0,6,0,0,0,1,0,0,0,13,0,0
Mitsubishi,140084,280,diesel,blue,suv,True,True,True,True,False,True,True,209,Mitsubishi,diesel,blue,22,0,5,6,0,0,1,1,1,0,0,12,0,5
BMW,56199,105,diesel,white,suv,False,False,False,False,False,False,False,137,BMW,diesel,white,5,0,1,6,1,1,0,0,1,1,1,5,0,1
Mitsubishi,100943,190,diesel,grey,suv,False,True,True,False,False,False,False,175,Mitsubishi,diesel,grey,22,0,4,6,1,0,1,0,1,1,1,12,0,4
Nissan,89766,100,diesel,blue,suv,True,True,False,True,False,False,True,115,Nissan,diesel,blue,21,0,5,6,0,0,0,1,1,1,0,11,0,5
Nissan,187698,100,diesel,white,suv,False,True,False,False,False,True,True,99,Nissan,diesel,white,21,0,1,6,1,0,0,0,1,0,0,11,0,1
Nissan,94545,100,diesel,black,suv,True,True,False,False,False,False,True,104,Nissan,diesel,black,21,0,0,6,0,0,0,0,1,1,0,11,0,0
Mitsubishi,128550,280,diesel,black,suv,True,True,True,True,False,True,True,211,Mitsubishi,diesel,black,22,0,0,6,0,0,1,1,1,0,0,12,0,0
Toyota,110292,155,diesel,black,suv,True,True,True,True,False,False,True,163,Toyota,diesel,black,25,0,0,6,0,0,1,1,1,1,0,15,0,0
Nissan,92869,105,diesel,black,suv,False,True,False,False,True,False,True,121,Nissan,diesel,black,21,0,0,6,1,0,0,0,0,1,0,11,0,0
Mitsubishi,188067,230,diesel,grey,suv,True,True,True,True,True,True,True,188,Mitsubishi,diesel,grey,22,0,4,6,0,0,1,1,0,0,0,12,0,4
Mitsubishi,41367,160,diesel,black,suv,True,True,False,False,True,False,True,207,Mitsubishi,diesel,black,22,0,0,6,0,0,0,0,0,1,0,12,0,0
BMW,140829,135,diesel,silver,suv,True,True,False,True,True,False,True,141,BMW,diesel,silver,5,0,3,6,0,0,0,1,0,1,0,5,0,3
Nissan,135492,85,diesel,blue,suv,True,True,False,False,False,False,True,109,Nissan,diesel,blue,21,0,5,6,0,0,0,0,1,1,0,11,0,5
BMW,138259,160,diesel,blue,suv,True,True,True,False,True,False,True,91,BMW,diesel,blue,5,0,5,6,0,0,1,0,0,1,0,5,0,5
BMW,73565,190,diesel,brown,suv,True,True,False,True,True,True,True,167,BMW,diesel,brown,5,0,8,6,0,0,0,1,0,0,0,5,0,8
BMW,126248,140,diesel,grey,suv,True,True,False,False,True,False,True,145,BMW,diesel,grey,5,0,4,6,0,0,0,0,0,1,0,5,0,4
BMW,107946,140,diesel,white,suv,False,False,True,False,False,False,True,154,BMW,diesel,white,5,0,1,6,1,1,1,0,1,1,0,5,0,1
BMW,66230,135,diesel,blue,suv,True,True,False,True,True,False,True,153,BMW,diesel,blue,5,0,5,6,0,0,0,1,0,1,0,5,0,5
Mitsubishi,100304,230,diesel,black,suv,True,True,True,True,False,True,True,203,Mitsubishi,diesel,black,22,0,0,6,0,0,1,1,1,0,0,12,0,0
BMW,122543,190,diesel,white,suv,True,True,True,True,True,True,True,162,BMW,diesel,white,5,0,1,6,0,0,1,1,0,0,0,5,0,1
SEAT,27446,120,diesel,black,suv,True,True,False,True,False,False,True,183,SEAT,diesel,black,23,0,0,6,0,0,0,1,1,1,0,13,0,0
Nissan,189552,120,diesel,black,suv,True,True,True,False,False,False,True,108,Nissan,diesel,black,21,0,0,6,0,0,1,0,1,1,0,11,0,0
BMW,116893,135,diesel,silver,suv,True,True,False,True,False,True,True,133,BMW,diesel,silver,5,0,3,6,0,0,0,1,1,0,0,5,0,3
Mitsubishi,155115,160,diesel,brown,suv,True,True,False,True,True,False,True,182,Mitsubishi,diesel,brown,22,0,8,6,0,0,0,1,0,1,0,12,0,8
Nissan,127544,120,diesel,white,suv,False,False,False,False,False,False,True,90,Nissan,diesel,white,21,0,1,6,1,1,0,0,1,1,0,11,0,1
Nissan,106800,105,diesel,blue,suv,True,True,True,True,True,False,True,119,Nissan,diesel,blue,21,0,5,6,0,0,1,1,0,1,0,11,0,5
BMW,132100,120,diesel,blue,suv,True,True,True,True,True,False,True,138,BMW,diesel,blue,5,0,5,6,0,0,1,1,0,1,0,5,0,5
BMW,256418,110,diesel,grey,suv,True,True,False,True,False,False,True,73,BMW,diesel,grey,5,0,4,6,0,0,0,1,1,1,0,5,0,4
BMW,213076,130,diesel,black,suv,True,True,False,False,True,False,True,106,BMW,diesel,black,5,0,0,6,0,0,0,0,0,1,0,5,0,0
Mitsubishi,161200,190,diesel,blue,suv,True,True,False,True,True,True,True,190,Mitsubishi,diesel,blue,22,0,5,6,0,0,0,1,0,0,0,12,0,5
BMW,102056,135,diesel,black,suv,True,True,False,True,True,False,True,147,BMW,diesel,black,5,0,0,6,0,0,0,1,0,1,0,5,0,0
BMW,193144,100,diesel,grey,suv,False,True,False,False,False,False,True,117,BMW,diesel,grey,5,0,4,6,1,0,0,0,1,1,0,5,0,4
BMW,167354,190,diesel,black,suv,True,True,False,True,True,True,True,139,BMW,diesel,black,5,0,0,6,0,0,0,1,0,0,0,5,0,0
Nissan,141120,105,diesel,grey,suv,True,True,False,True,False,False,True,118,Nissan,diesel,grey,21,0,4,6,0,0,0,1,1,1,0,11,0,4
SEAT,53113,120,diesel,black,suv,True,True,False,True,True,False,True,188,SEAT,diesel,black,23,0,0,6,0,0,0,1,0,1,0,13,0,0
BMW,192904,105,diesel,beige,suv,False,True,False,False,False,False,True,110,BMW,diesel,beige,5,0,7,6,1,0,0,0,1,1,0,5,0,7
BMW,90810,120,diesel,black,suv,True,True,False,True,False,False,True,122,BMW,diesel,black,5,0,0,6,0,0,0,1,1,1,0,5,0,0
BMW,101368,135,diesel,white,suv,True,True,True,True,True,True,True,163,BMW,diesel,white,5,0,1,6,0,0,1,1,0,0,0,5,0,1
BMW,155034,120,diesel,grey,suv,True,True,False,True,True,True,True,139,BMW,diesel,grey,5,0,4,6,0,0,0,1,0,0,0,5,0,4
BMW,120395,140,diesel,black,suv,True,True,True,True,False,True,True,162,BMW,diesel,black,5,0,0,6,0,0,1,1,1,0,0,5,0,0
BMW,84304,140,diesel,brown,suv,True,True,True,True,True,False,True,165,BMW,diesel,brown,5,0,8,6,0,0,1,1,0,1,0,5,0,8
BMW,136860,135,diesel,silver,suv,True,True,False,True,False,False,True,139,BMW,diesel,silver,5,0,3,6,0,0,0,1,1,1,0,5,0,3
BMW,132245,100,diesel,blue,suv,True,True,False,False,False,True,True,111,BMW,diesel,blue,5,0,5,6,0,0,0,0,1,0,0,5,0,5
Nissan,166020,130,diesel,black,suv,True,False,False,False,True,False,True,114,Nissan,diesel,black,21,0,0,6,0,1,0,0,0,1,0,11,0,0
BMW,46409,135,diesel,silver,suv,True,True,False,False,False,False,False,151,BMW,diesel,silver,5,0,3,6,0,0,0,0,1,1,1,5,0,3
BMW,248855,135,diesel,white,suv,False,False,False,True,False,False,True,126,BMW,diesel,white,5,0,1,6,1,1,0,1,1,1,0,5,0,1
BMW,123577,140,diesel,white,suv,False,True,False,False,False,False,True,147,BMW,diesel,white,5,0,1,6,1,0,0,0,1,1,0,5,0,1
SEAT,185936,140,diesel,red,suv,True,True,False,True,True,False,True,174,SEAT,diesel,red,23,0,2,6,0,0,0,1,0,1,0,13,0,2
Mitsubishi,167199,180,diesel,white,suv,True,True,True,True,True,True,True,143,Mitsubishi,diesel,white,22,0,1,6,0,0,1,1,0,0,0,12,0,1
Mitsubishi,104680,190,diesel,blue,suv,True,True,True,True,True,False,True,189,Mitsubishi,diesel,blue,22,0,5,6,0,0,1,1,0,1,0,12,0,5
Nissan,144341,100,diesel,blue,suv,True,False,False,False,False,False,True,98,Nissan,diesel,blue,21,0,5,6,0,1,0,0,1,1,0,11,0,5
Nissan,87335,105,diesel,black,suv,False,True,False,True,True,False,True,128,Nissan,diesel,black,21,0,0,6,1,0,0,1,0,1,0,11,0,0
Nissan,82406,100,diesel,black,suv,True,True,True,False,False,False,True,119,Nissan,diesel,black,21,0,0,6,0,0,1,0,1,1,0,11,0,0
BMW,60529,135,petrol,black,suv,True,True,False,False,False,False,False,179,BMW,petrol,black,5,1,0,6,0,0,0,0,1,1,1,5,1,0
BMW,137468,135,diesel,white,suv,True,True,False,True,False,False,True,129,BMW,diesel,white,5,0,1,6,0,0,0,1,1,1,0,5,0,1
Mitsubishi,114520,190,diesel,black,suv,True,True,True,False,False,False,True,188,Mitsubishi,diesel,black,22,0,0,6,0,0,1,0,1,1,0,12,0,0
BMW,126655,135,diesel,grey,suv,True,True,False,False,False,False,True,123,BMW,diesel,grey,5,0,4,6,0,0,0,0,1,1,0,5,0,4
BMW,166161,140,diesel,black,suv,True,True,False,True,True,True,True,152,BMW,diesel,black,5,0,0,6,0,0,0,1,0,0,0,5,0,0
Nissan,156657,100,diesel,grey,suv,True,True,False,False,False,False,True,102,Nissan,diesel,grey,21,0,4,6,0,0,0,0,1,1,0,11,0,4
Nissan,54723,85,diesel,brown,suv,True,True,True,False,False,False,True,119,Nissan,diesel,brown,21,0,8,6,0,0,1,0,1,1,0,11,0,8
Nissan,171831,100,diesel,white,suv,False,True,False,False,False,False,True,117,Nissan,diesel,white,21,0,1,6,1,0,0,0,1,1,0,11,0,1
BMW,145533,140,diesel,black,suv,True,True,True,True,True,True,True,151,BMW,diesel,black,5,0,0,6,0,0,1,1,0,0,0,5,0,0
BMW,188195,135,diesel,white,suv,False,False,False,True,True,False,True,120,BMW,diesel,white,5,0,1,6,1,1,0,1,0,1,0,5,0,1
Nissan,119298,105,diesel,black,suv,False,False,False,True,True,False,True,112,Nissan,diesel,black,21,0,0,6,1,1,0,1,0,1,0,11,0,0
Mitsubishi,95657,190,diesel,silver,suv,True,True,False,True,False,True,True,204,Mitsubishi,diesel,silver,22,0,3,6,0,0,0,1,1,0,0,12,0,3
