model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day,model_key_,fuel_,paint_color_,factorized_model_key,factorized_fuel,factorized_paint_color,factorized_car_type,factorized_private_parking_available,factorized_has_gps,factorized_has_air_conditioning,factorized_automatic_car,factorized_has_getaround_connect,factorized_has_speed_regulator,factorized_winter_tires,factorized_model_key_,factorized_fuel_,factorized_paint_color_
Renault,147256,85,diesel,blue,estate,True,True,False,False,False,False,True,100,Renault,diesel,blue,3,0,5,2,0,0,0,0,1,1,0,3,0,5
Citroën,101747,135,diesel,black,estate,False,True,True,True,False,False,True,122,Citroën,diesel,black,0,0,0,2,1,0,1,1,1,1,0,0,0,0
Renault,142424,85,diesel,brown,estate,False,True,False,False,False,False,True,104,Renault,diesel,brown,3,0,8,2,1,0,0,0,1,1,0,3,0,8
Audi,269290,120,diesel,silver,estate,True,False,True,False,False,False,True,65,Audi,diesel,silver,4,0,3,2,0,1,1,0,1,1,0,4,0,3
Citroën,125666,135,diesel,grey,estate,True,True,False,False,True,False,True,130,Citroën,diesel,grey,0,0,4,2,0,0,0,0,0,1,0,0,0,4
Renault,214462,135,diesel,brown,estate,False,True,False,False,True,False,True,113,Renault,diesel,brown,3,0,8,2,1,0,0,0,0,1,0,3,0,8
Peugeot,106053,100,diesel,black,estate,True,True,False,False,False,False,True,116,Peugeot,diesel,black,1,0,0,2,0,0,0,0,1,1,0,1,0,0
Renault,70444,140,diesel,brown,estate,False,False,False,False,False,False,False,147,Renault,diesel,brown,3,0,8,2,1,1,0,0,1,1,1,3,0,8
Renault,224592,135,diesel,black,estate,False,True,False,False,True,False,False,106,Renault,diesel,black,3,0,0,2,1,0,0,0,0,1,1,3,0,0
Citroën,175797,135,diesel,black,estate,False,True,False,False,False,False,True,93,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Citroën,123896,135,diesel,blue,estate,False,True,False,False,True,False,True,116,Citroën,diesel,blue,0,0,5,2,1,0,0,0,0,1,0,0,0,5
Citroën,105421,135,diesel,black,estate,True,True,False,False,True,True,True,136,Citroën,diesel,black,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Renault,120081,120,diesel,black,estate,True,True,False,False,False,False,True,122,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Audi,130450,190,diesel,blue,estate,True,True,True,True,True,False,True,133,Audi,diesel,blue,4,0,5,2,0,0,1,1,0,1,0,4,0,5
Peugeot,178567,105,diesel,black,estate,False,True,False,False,False,False,True,98,Peugeot,diesel,black,1,0,0,2,1,0,0,0,1,1,0,1,0,0
Audi,122554,160,diesel,black,estate,True,True,True,False,True,False,True,130,Audi,diesel,black,4,0,0,2,0,0,1,0,0,1,0,4,0,0
Citroën,141926,135,diesel,grey,estate,False,True,False,False,True,True,True,120,Citroën,diesel,grey,0,0,4,2,1,0,0,0,0,0,0,0,0,4
Peugeot,187691,100,diesel,grey,estate,False,True,False,False,True,False,True,107,Peugeot,diesel,grey,1,0,4,2,1,0,0,0,0,1,0,1,0,4
Peugeot,201543,100,diesel,grey,estate,True,True,False,False,False,True,True,99,Peugeot,diesel,grey,1,0,4,2,0,0,0,0,1,0,0,1,0,4
Citroën,200285,120,diesel,blue,estate,False,True,False,False,False,False,True,91,Citroën,diesel,blue,0,0,5,2,1,0,0,0,1,1,0,0,0,5
Citroën,147324,135,diesel,blue,estate,True,True,True,False,True,True,True,127,Citroën,diesel,blue,0,0,5,2,0,0,1,0,0,0,0,0,0,5
BMW,156697,180,petrol,grey,estate,False,True,True,False,True,False,False,118,BMW,petrol,grey,5,1,4,2,1,0,1,0,0,1,1,5,1,4
Renault,140083,140,diesel,black,estate,False,True,False,False,True,False,True,137,Renault,diesel,black,3,0,0,2,1,0,0,0,0,1,0,3,0,0
Peugeot,201626,105,diesel,black,estate,False,True,False,False,True,False,True,108,Peugeot,diesel,black,1,0,0,2,1,0,0,0,0,1,0,1,0,0
Renault,78528,85,diesel,grey,estate,False,True,False,False,False,False,True,112,Renault,diesel,grey,3,0,4,2,1,0,0,0,1,1,0,3,0,4
Citroën,69975,120,diesel,grey,estate,False,False,False,False,False,False,False,133,Citroën,diesel,grey,0,0,4,2,1,1,0,0,1,1,1,0,0,4
Citroën,106126,135,diesel,grey,estate,False,True,False,False,True,True,True,118,Citroën,diesel,grey,0,0,4,2,1,0,0,0,0,0,0,0,0,4
Citroën,171512,120,diesel,black,estate,True,True,False,False,False,True,True,108,Citroën,diesel,black,0,0,0,2,0,0,0,0,1,0,0,0,0,0
PGO,132221,190,diesel,black,estate,True,True,False,False,True,True,True,150,PGO,diesel,black,2,0,0,2,0,0,0,0,0,0,0,2,0,0
Peugeot,183315,105,diesel,silver,estate,False,True,False,False,True,True,True,112,Peugeot,diesel,silver,1,0,3,2,1,0,0,0,0,0,0,1,0,3
Renault,192232,135,petrol,grey,estate,False,True,False,False,True,False,True,103,Renault,petrol,grey,3,1,4,2,1,0,0,0,0,1,0,3,1,4
Peugeot,163998,100,diesel,silver,estate,True,True,False,False,True,False,True,110,Peugeot,diesel,silver,1,0,3,2,0,0,0,0,0,1,0,1,0,3
Peugeot,155712,100,diesel,blue,estate,True,True,False,False,False,False,True,97,Peugeot,diesel,blue,1,0,5,2,0,0,0,0,1,1,0,1,0,5
Audi,192730,190,diesel,blue,estate,False,True,False,False,False,True,True,146,Audi,diesel,blue,4,0,5,2,1,0,0,0,1,0,0,4,0,5
Renault,163972,85,diesel,black,estate,False,True,False,False,False,False,True,101,Renault,diesel,black,3,0,0,2,1,0,0,0,1,1,0,3,0,0
Citroën,195501,135,diesel,white,estate,False,False,False,False,False,False,True,100,Citroën,diesel,white,0,0,1,2,1,1,0,0,1,1,0,0,0,1
PGO,134858,190,diesel,white,estate,True,True,True,False,False,False,True,130,PGO,diesel,white,2,0,1,2,0,0,1,0,1,1,0,2,0,1
Citroën,107393,135,diesel,white,estate,False,True,False,False,True,False,True,123,Citroën,diesel,white,0,0,1,2,1,0,0,0,0,1,0,0,0,1
Peugeot,159451,105,diesel,black,estate,False,True,False,False,False,False,True,113,Peugeot,diesel,black,1,0,0,2,1,0,0,0,1,1,0,1,0,0
Citroën,236009,135,diesel,blue,estate,False,False,False,False,False,False,True,67,Citroën,diesel,blue,0,0,5,2,1,1,0,0,1,1,0,0,0,5
Peugeot,161595,100,diesel,black,estate,True,True,False,False,False,False,True,97,Peugeot,diesel,black,1,0,0,2,0,0,0,0,1,1,0,1,0,0
Peugeot,153062,100,diesel,grey,estate,True,True,False,False,False,False,True,104,Peugeot,diesel,grey,1,0,4,2,0,0,0,0,1,1,0,1,0,4
Renault,299054,135,diesel,brown,estate,True,True,True,False,True,True,True,108,Renault,diesel,brown,3,0,8,2,0,0,1,0,0,0,0,3,0,8
Peugeot,152233,105,diesel,blue,estate,False,True,False,False,True,True,True,130,Peugeot,diesel,blue,1,0,5,2,1,0,0,0,0,0,0,1,0,5
Audi,211430,190,diesel,grey,estate,True,True,True,True,True,False,True,133,Audi,diesel,grey,4,0,4,2,0,0,1,1,0,1,0,4,0,4
Citroën,152317,135,diesel,grey,estate,True,True,True,False,True,False,True,113,Citroën,diesel,grey,0,0,4,2,0,0,1,0,0,1,0,0,0,4
Renault,84275,120,diesel,blue,estate,True,True,False,False,False,False,True,129,Renault,diesel,blue,3,0,5,2,0,0,0,0,1,1,0,3,0,5
Renault,209731,120,diesel,grey,estate,True,True,False,False,False,False,True,112,Renault,diesel,grey,3,0,4,2,0,0,0,0,1,1,0,3,0,4
Peugeot,82406,105,diesel,black,estate,True,True,True,True,True,False,True,128,Peugeot,diesel,black,1,0,0,2,0,0,1,1,0,1,0,1,0,0
Peugeot,195644,100,diesel,brown,estate,True,True,False,False,False,False,True,103,Peugeot,diesel,brown,1,0,8,2,0,0,0,0,1,1,0,1,0,8
Peugeot,172160,100,diesel,black,estate,True,True,False,False,False,False,True,97,Peugeot,diesel,black,1,0,0,2,0,0,0,0,1,1,0,1,0,0
Renault,157831,135,diesel,grey,estate,True,True,False,False,True,False,True,117,Renault,diesel,grey,3,0,4,2,0,0,0,0,0,1,0,3,0,4
Peugeot,145306,100,diesel,brown,estate,False,True,False,False,False,False,True,103,Peugeot,diesel,brown,1,0,8,2,1,0,0,0,1,1,0,1,0,8
Audi,200001,105,diesel,brown,estate,True,True,True,False,True,False,True,124,Audi,diesel,brown,4,0,8,2,0,0,1,0,0,1,0,4,0,8
Renault,142340,140,diesel,black,estate,True,True,True,False,True,True,True,142,Renault,diesel,black,3,0,0,2,0,0,1,0,0,0,0,3,0,0
Peugeot,160333,100,diesel,white,estate,False,False,False,False,False,True,True,98,Peugeot,diesel,white,1,0,1,2,1,1,0,0,1,0,0,1,0,1
Renault,98536,135,diesel,grey,estate,True,True,False,False,True,False,True,125,Renault,diesel,grey,3,0,4,2,0,0,0,0,0,1,0,3,0,4
Peugeot,132747,105,diesel,black,estate,False,True,False,False,True,False,True,109,Peugeot,diesel,black,1,0,0,2,1,0,0,0,0,1,0,1,0,0
Peugeot,190196,105,diesel,grey,estate,False,True,False,False,False,False,True,103,Peugeot,diesel,grey,1,0,4,2,1,0,0,0,1,1,0,1,0,4
Renault,134724,135,diesel,grey,estate,False,True,False,True,True,False,True,133,Renault,diesel,grey,3,0,4,2,1,0,0,1,0,1,0,3,0,4
Renault,166676,135,diesel,brown,estate,True,True,False,False,True,False,True,126,Renault,diesel,brown,3,0,8,2,0,0,0,0,0,1,0,3,0,8
Citroën,168029,135,diesel,silver,estate,True,True,False,False,True,True,True,116,Citroën,diesel,silver,0,0,3,2,0,0,0,0,0,0,0,0,0,3
Peugeot,186700,105,diesel,grey,estate,False,True,False,True,False,False,True,102,Peugeot,diesel,grey,1,0,4,2,1,0,0,1,1,1,0,1,0,4
Audi,234336,230,diesel,black,estate,True,True,False,True,True,True,True,139,Audi,diesel,black,4,0,0,2,0,0,0,1,0,0,0,4,0,0
Peugeot,127659,105,diesel,blue,estate,False,False,False,True,True,False,True,112,Peugeot,diesel,blue,1,0,5,2,1,1,0,1,0,1,0,1,0,5
Citroën,164900,120,diesel,grey,estate,False,True,True,False,True,True,True,109,Citroën,diesel,grey,0,0,4,2,1,0,1,0,0,0,0,0,0,4
Renault,301534,135,diesel,black,estate,True,True,True,False,True,False,True,96,Renault,diesel,black,3,0,0,2,0,0,1,0,0,1,0,3,0,0
Renault,129258,140,diesel,blue,estate,False,True,False,False,False,True,True,150,Renault,diesel,blue,3,0,5,2,1,0,0,0,1,0,0,3,0,5
Audi,70138,160,diesel,silver,estate,False,False,False,False,False,False,False,145,Audi,diesel,silver,4,0,3,2,1,1,0,0,1,1,1,4,0,3
Citroën,77703,135,diesel,black,estate,True,True,False,False,True,True,True,146,Citroën,diesel,black,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Citroën,262458,110,diesel,grey,estate,True,True,True,False,False,False,True,71,Citroën,diesel,grey,0,0,4,2,0,0,1,0,1,1,0,0,0,4
Citroën,163777,120,diesel,black,estate,False,True,False,False,False,False,True,113,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Citroën,25974,120,diesel,black,estate,False,True,False,False,False,False,True,97,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Renault,164400,135,diesel,white,estate,True,True,True,False,True,True,True,127,Renault,diesel,white,3,0,1,2,0,0,1,0,0,0,0,3,0,1
Renault,134804,135,diesel,blue,estate,False,True,False,False,True,False,True,140,Renault,diesel,blue,3,0,5,2,1,0,0,0,0,1,0,3,0,5
Citroën,101580,135,diesel,black,estate,False,False,False,False,False,False,False,115,Citroën,diesel,black,0,0,0,2,1,1,0,0,1,1,1,0,0,0
Citroën,178507,120,diesel,black,estate,True,True,False,False,False,False,True,109,Citroën,diesel,black,0,0,0,2,0,0,0,0,1,1,0,0,0,0
Peugeot,164950,100,diesel,white,estate,True,True,False,False,False,False,True,102,Peugeot,diesel,white,1,0,1,2,0,0,0,0,1,1,0,1,0,1
Citroën,248730,110,diesel,grey,estate,True,True,True,False,False,False,True,71,Citroën,diesel,grey,0,0,4,2,0,0,1,0,1,1,0,0,0,4
Renault,126444,140,diesel,black,estate,True,True,True,False,True,False,True,142,Renault,diesel,black,3,0,0,2,0,0,1,0,0,1,0,3,0,0
Citroën,179056,122,diesel,white,estate,True,True,False,False,True,False,True,110,Citroën,diesel,white,0,0,1,2,0,0,0,0,0,1,0,0,0,1
Audi,266607,150,diesel,black,estate,True,True,True,False,True,True,True,124,Audi,diesel,black,4,0,0,2,0,0,1,0,0,0,0,4,0,0
Citroën,155136,120,diesel,black,estate,False,False,False,False,False,False,True,103,Citroën,diesel,black,0,0,0,2,1,1,0,0,1,1,0,0,0,0
BMW,175642,150,petrol,grey,estate,True,True,False,False,True,False,True,120,BMW,petrol,grey,5,1,4,2,0,0,0,0,0,1,0,5,1,4
Peugeot,106355,100,diesel,blue,estate,True,True,False,False,False,False,True,114,Peugeot,diesel,blue,1,0,5,2,0,0,0,0,1,1,0,1,0,5
Renault,205474,135,diesel,black,estate,True,True,True,False,True,False,True,121,Renault,diesel,black,3,0,0,2,0,0,1,0,0,1,0,3,0,0
Citroën,235022,110,diesel,black,estate,True,False,True,False,False,False,True,66,Citroën,diesel,black,0,0,0,2,0,1,1,0,1,1,0,0,0,0
Audi,148632,190,diesel,black,estate,True,True,True,True,True,True,True,139,Audi,diesel,black,4,0,0,2,0,0,1,1,0,0,0,4,0,0
Citroën,187608,135,diesel,blue,estate,True,True,False,False,False,False,True,107,Citroën,diesel,blue,0,0,5,2,0,0,0,0,1,1,0,0,0,5
Peugeot,175042,105,diesel,blue,estate,False,True,False,False,True,False,True,110,Peugeot,diesel,blue,1,0,5,2,1,0,0,0,0,1,0,1,0,5
Audi,130121,190,diesel,grey,estate,True,True,True,True,True,False,True,143,Audi,diesel,grey,4,0,4,2,0,0,1,1,0,1,0,4,0,4
Audi,314540,142,diesel,blue,estate,False,False,False,False,False,False,True,36,Audi,diesel,blue,4,0,5,2,1,1,0,0,1,1,0,4,0,5
Peugeot,121430,105,diesel,white,estate,False,True,False,False,True,False,True,125,Peugeot,diesel,white,1,0,1,2,1,0,0,0,0,1,0,1,0,1
Renault,210105,85,diesel,grey,estate,False,True,False,False,False,False,True,94,Renault,diesel,grey,3,0,4,2,1,0,0,0,1,1,0,3,0,4
Audi,199520,160,diesel,silver,estate,False,True,False,True,True,False,True,122,Audi,diesel,silver,4,0,3,2,1,0,0,1,0,1,0,4,0,3
Citroën,97634,120,diesel,black,estate,False,True,False,False,False,False,True,123,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Renault,177557,120,diesel,grey,estate,True,True,False,False,False,False,True,107,Renault,diesel,grey,3,0,4,2,0,0,0,0,1,1,0,3,0,4
Peugeot,154267,105,diesel,black,estate,False,False,False,False,False,False,True,109,Peugeot,diesel,black,1,0,0,2,1,1,0,0,1,1,0,1,0,0
Renault,258239,100,diesel,blue,estate,True,False,False,False,False,False,True,44,Renault,diesel,blue,3,0,5,2,0,1,0,0,1,1,0,3,0,5
Peugeot,129614,105,diesel,black,estate,False,True,False,False,False,False,True,116,Peugeot,diesel,black,1,0,0,2,1,0,0,0,1,1,0,1,0,0
Renault,131474,85,diesel,blue,estate,False,True,False,False,False,False,True,103,Renault,diesel,blue,3,0,5,2,1,0,0,0,1,1,0,3,0,5
Citroën,178944,122,diesel,blue,estate,True,True,False,False,True,False,True,81,Citroën,diesel,blue,0,0,5,2,0,0,0,0,0,1,0,0,0,5
Citroën,89989,135,diesel,black,estate,False,True,False,False,False,False,False,114,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,1,0,0,0
Peugeot,146248,100,diesel,white,estate,True,True,True,False,False,True,True,106,Peugeot,diesel,white,1,0,1,2,0,0,1,0,1,0,0,1,0,1
Renault,75269,85,diesel,blue,estate,False,True,False,False,False,False,True,91,Renault,diesel,blue,3,0,5,2,1,0,0,0,1,1,0,3,0,5
Renault,257000,85,diesel,black,estate,False,True,False,False,False,False,True,91,Renault,diesel,black,3,0,0,2,1,0,0,0,1,1,0,3,0,0
Citroën,172710,120,diesel,black,estate,False,True,False,False,True,False,True,116,Citroën,diesel,black,0,0,0,2,1,0,0,0,0,1,0,0,0,0
Renault,150204,85,diesel,blue,estate,False,True,False,False,False,False,True,75,Renault,diesel,blue,3,0,5,2,1,0,0,0,1,1,0,3,0,5
Audi,147098,105,diesel,black,estate,False,True,False,False,True,False,True,98,Audi,diesel,black,4,0,0,2,1,0,0,0,0,1,0,4,0,0
Peugeot,127670,100,diesel,brown,estate,False,True,False,False,False,False,True,110,Peugeot,diesel,brown,1,0,8,2,1,0,0,0,1,1,0,1,0,8
Citroën,123492,135,diesel,silver,estate,False,True,False,False,False,False,True,122,Citroën,diesel,silver,0,0,3,2,1,0,0,0,1,1,0,0,0,3
Renault,222723,120,diesel,black,estate,True,True,False,False,False,False,True,78,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Audi,184754,190,diesel,grey,estate,False,True,False,True,True,True,True,141,Audi,diesel,grey,4,0,4,2,1,0,0,1,0,0,0,4,0,4
Audi,192114,160,diesel,white,estate,True,True,True,True,True,False,True,135,Audi,diesel,white,4,0,1,2,0,0,1,1,0,1,0,4,0,1
Peugeot,140525,100,diesel,blue,estate,True,True,False,False,False,False,True,110,Peugeot,diesel,blue,1,0,5,2,0,0,0,0,1,1,0,1,0,5
Renault,230451,130,diesel,grey,estate,True,False,False,False,True,False,True,87,Renault,diesel,grey,3,0,4,2,0,1,0,0,0,1,0,3,0,4
Audi,223328,190,diesel,black,estate,True,True,True,False,False,False,True,126,Audi,diesel,black,4,0,0,2,0,0,1,0,1,1,0,4,0,0
Renault,135740,120,diesel,brown,estate,True,True,False,False,False,False,True,123,Renault,diesel,brown,3,0,8,2,0,0,0,0,1,1,0,3,0,8
Renault,136158,137,diesel,grey,estate,False,True,False,False,False,False,True,120,Renault,diesel,grey,3,0,4,2,1,0,0,0,1,1,0,3,0,4
Citroën,133373,135,diesel,black,estate,False,True,False,False,True,True,True,114,Citroën,diesel,black,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Peugeot,151280,105,diesel,blue,estate,False,True,False,False,True,False,True,107,Peugeot,diesel,blue,1,0,5,2,1,0,0,0,0,1,0,1,0,5
Audi,121332,160,diesel,black,estate,True,True,False,True,True,False,True,162,Audi,diesel,black,4,0,0,2,0,0,0,1,0,1,0,4,0,0
Peugeot,106463,100,diesel,blue,estate,True,True,False,False,False,False,True,116,Peugeot,diesel,blue,1,0,5,2,0,0,0,0,1,1,0,1,0,5
Citroën,60534,135,diesel,blue,estate,False,False,False,False,True,False,True,133,Citroën,diesel,blue,0,0,5,2,1,1,0,0,0,1,0,0,0,5
Renault,126607,135,diesel,grey,estate,False,True,False,False,True,True,True,140,Renault,diesel,grey,3,0,4,2,1,0,0,0,0,0,0,3,0,4
Audi,156160,173,diesel,grey,estate,True,True,False,False,True,False,True,88,Audi,diesel,grey,4,0,4,2,0,0,0,0,0,1,0,4,0,4
Citroën,188791,120,diesel,black,estate,False,True,True,False,False,False,True,67,Citroën,diesel,black,0,0,0,2,1,0,1,0,1,1,0,0,0,0
Audi,305358,120,diesel,blue,estate,True,True,False,False,False,False,True,66,Audi,diesel,blue,4,0,5,2,0,0,0,0,1,1,0,4,0,5
Peugeot,127499,100,diesel,grey,estate,False,True,False,False,False,False,True,103,Peugeot,diesel,grey,1,0,4,2,1,0,0,0,1,1,0,1,0,4
Renault,123531,135,diesel,brown,estate,True,True,False,True,True,True,True,150,Renault,diesel,brown,3,0,8,2,0,0,0,1,0,0,0,3,0,8
Renault,158300,85,diesel,white,estate,True,False,False,False,False,False,True,99,Renault,diesel,white,3,0,1,2,0,1,0,0,1,1,0,3,0,1
Citroën,184455,120,diesel,blue,estate,False,True,False,False,False,False,True,102,Citroën,diesel,blue,0,0,5,2,1,0,0,0,1,1,0,0,0,5
Peugeot,174259,105,diesel,blue,estate,True,True,False,False,False,False,True,110,Peugeot,diesel,blue,1,0,5,2,0,0,0,0,1,1,0,1,0,5
Renault,65811,135,diesel,black,estate,True,True,False,False,True,False,True,152,Renault,diesel,black,3,0,0,2,0,0,0,0,0,1,0,3,0,0
Peugeot,131597,100,diesel,black,estate,False,True,False,False,True,False,True,107,Peugeot,diesel,black,1,0,0,2,1,0,0,0,0,1,0,1,0,0
Renault,149817,85,diesel,white,estate,False,True,False,False,False,False,True,107,Renault,diesel,white,3,0,1,2,1,0,0,0,1,1,0,3,0,1
Renault,206944,135,diesel,grey,estate,False,True,False,False,True,False,True,119,Renault,diesel,grey,3,0,4,2,1,0,0,0,0,1,0,3,0,4
Renault,122998,135,diesel,black,estate,False,True,False,False,True,False,True,133,Renault,diesel,black,3,0,0,2,1,0,0,0,0,1,0,3,0,0
Renault,185238,135,diesel,grey,estate,False,True,False,True,True,False,True,147,Renault,diesel,grey,3,0,4,2,1,0,0,1,0,1,0,3,0,4
Citroën,163472,135,diesel,brown,estate,True,True,True,False,True,True,True,121,Citroën,diesel,brown,0,0,8,2,0,0,1,0,0,0,0,0,0,8
Renault,163376,120,diesel,white,estate,True,True,False,False,True,False,True,122,Renault,diesel,white,3,0,1,2,0,0,0,0,0,1,0,3,0,1
Renault,77008,85,diesel,brown,estate,True,True,False,False,True,False,True,104,Renault,diesel,brown,3,0,8,2,0,0,0,0,0,1,0,3,0,8
Renault,152679,120,diesel,grey,estate,False,False,False,False,False,False,True,117,Renault,diesel,grey,3,0,4,2,1,1,0,0,1,1,0,3,0,4
Renault,289948,120,diesel,blue,estate,True,True,False,False,False,False,True,86,Renault,diesel,blue,3,0,5,2,0,0,0,0,1,1,0,3,0,5
Renault,157989,135,diesel,grey,estate,False,True,True,False,True,False,True,112,Renault,diesel,grey,3,0,4,2,1,0,1,0,0,1,0,3,0,4
Audi,148328,190,diesel,grey,estate,True,True,False,True,True,True,True,152,Audi,diesel,grey,4,0,4,2,0,0,0,1,0,0,0,4,0,4
Citroën,176269,135,diesel,black,estate,False,True,False,False,False,False,True,61,Citroën,diesel,black,0,0,0,2,1,0,0,0,1,1,0,0,0,0
Peugeot,19937,110,diesel,black,estate,False,True,False,False,False,True,True,150,Peugeot,diesel,black,1,0,0,2,1,0,0,0,1,0,0,1,0,0
Citroën,163459,135,diesel,black,estate,False,False,False,False,True,False,True,117,Citroën,diesel,black,0,0,0,2,1,1,0,0,0,1,0,0,0,0
Citroën,144104,120,diesel,white,estate,True,True,False,False,True,True,True,128,Citroën,diesel,white,0,0,1,2,0,0,0,0,0,0,0,0,0,1
Peugeot,308735,90,diesel,blue,estate,True,False,False,False,False,False,True,61,Peugeot,diesel,blue,1,0,5,2,0,1,0,0,1,1,0,1,0,5
Renault,125207,85,diesel,grey,estate,False,False,False,False,False,False,True,102,Renault,diesel,grey,3,0,4,2,1,1,0,0,1,1,0,3,0,4
Citroën,200906,120,diesel,black,estate,True,True,False,False,True,False,True,116,Citroën,diesel,black,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Audi,181011,190,diesel,blue,estate,True,True,False,True,True,True,True,149,Audi,diesel,blue,4,0,5,2,0,0,0,1,0,0,0,4,0,5
Renault,137667,137,diesel,black,estate,True,True,True,False,True,True,True,128,Renault,diesel,black,3,0,0,2,0,0,1,0,0,0,0,3,0,0
Audi,126368,190,diesel,black,estate,False,True,False,False,True,False,True,148,Audi,diesel,black,4,0,0,2,1,0,0,0,0,1,0,4,0,0
Citroën,165421,135,diesel,blue,estate,False,False,False,False,False,False,True,96,Citroën,diesel,blue,0,0,5,2,1,1,0,0,1,1,0,0,0,5
Renault,129329,135,diesel,silver,estate,False,True,False,False,True,False,True,137,Renault,diesel,silver,3,0,3,2,1,0,0,0,0,1,0,3,0,3
Citroën,129826,120,diesel,silver,estate,True,True,False,False,False,False,True,118,Citroën,diesel,silver,0,0,3,2,0,0,0,0,1,1,0,0,0,3
Renault,143386,120,diesel,black,estate,True,True,True,False,True,False,True,138,Renault,diesel,black,3,0,0,2,0,0,1,0,0,1,0,3,0,0
Renault,135200,120,diesel,black,estate,True,True,False,False,False,True,True,123,Renault,diesel,black,3,0,0,2,0,0,0,0,1,0,0,3,0,0
Citroën,127944,120,diesel,brown,estate,False,True,False,False,True,False,True,117,Citroën,diesel,brown,0,0,8,2,1,0,0,0,0,1,0,0,0,8
Renault,124523,120,diesel,blue,estate,True,True,True,False,False,False,True,125,Renault,diesel,blue,3,0,5,2,0,0,1,0,1,1,0,3,0,5
Renault,260960,120,diesel,black,estate,True,True,False,False,False,False,True,75,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Peugeot,151089,105,diesel,silver,estate,False,True,False,False,False,True,True,110,Peugeot,diesel,silver,1,0,3,2,1,0,0,0,1,0,0,1,0,3
Citroën,160017,135,petrol,white,estate,False,True,True,False,True,False,False,120,Citroën,petrol,white,0,1,1,2,1,0,1,0,0,1,1,0,1,1
Renault,185387,120,diesel,brown,estate,True,True,False,False,False,False,True,84,Renault,diesel,brown,3,0,8,2,0,0,0,0,1,1,0,3,0,8
Renault,150779,135,diesel,blue,estate,True,True,True,True,True,False,True,142,Renault,diesel,blue,3,0,5,2,0,0,1,1,0,1,0,3,0,5
Renault,170856,120,diesel,brown,estate,True,True,False,False,True,False,True,119,Renault,diesel,brown,3,0,8,2,0,0,0,0,0,1,0,3,0,8
Renault,210574,135,diesel,black,estate,True,True,False,False,False,False,True,109,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Citroën,106990,135,diesel,white,estate,False,True,False,False,True,True,True,127,Citroën,diesel,white,0,0,1,2,1,0,0,0,0,0,0,0,0,1
Audi,154035,160,diesel,black,estate,True,True,False,True,True,True,True,152,Audi,diesel,black,4,0,0,2,0,0,0,1,0,0,0,4,0,0
Citroën,143455,135,diesel,black,estate,False,True,False,True,False,False,True,121,Citroën,diesel,black,0,0,0,2,1,0,0,1,1,1,0,0,0,0
Citroën,309458,135,diesel,black,estate,True,True,False,False,True,False,True,98,Citroën,diesel,black,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Peugeot,162056,105,diesel,red,estate,False,True,False,False,False,False,True,97,Peugeot,diesel,red,1,0,2,2,1,0,0,0,1,1,0,1,0,2
Audi,44211,160,diesel,black,estate,False,False,False,False,False,False,False,87,Audi,diesel,black,4,0,0,2,1,1,0,0,1,1,1,4,0,0
Citroën,183892,120,diesel,grey,estate,True,True,False,True,False,False,True,71,Citroën,diesel,grey,0,0,4,2,0,0,0,1,1,1,0,0,0,4
Renault,143651,85,diesel,blue,estate,False,True,True,False,False,True,True,122,Renault,diesel,blue,3,0,5,2,1,0,1,0,1,0,0,3,0,5
Renault,188004,135,diesel,grey,estate,True,True,False,True,True,False,True,135,Renault,diesel,grey,3,0,4,2,0,0,0,1,0,1,0,3,0,4
Renault,184731,135,diesel,black,estate,False,True,False,False,True,True,True,118,Renault,diesel,black,3,0,0,2,1,0,0,0,0,0,0,3,0,0
Renault,74833,120,diesel,black,estate,True,True,False,False,False,False,True,131,Renault,diesel,black,3,0,0,2,0,0,0,0,1,1,0,3,0,0
Citroën,162609,135,diesel,grey,estate,True,True,False,False,True,True,True,128,Citroën,diesel,grey,0,0,4,2,0,0,0,0,0,0,0,0,0,4
Audi,144302,190,diesel,black,estate,True,True,False,True,True,False,True,147,Audi,diesel,black,4,0,0,2,0,0,0,1,0,1,0,4,0,0
Peugeot,117321,100,diesel,grey,estate,True,False,False,False,False,True,True,89,Peugeot,diesel,grey,1,0,4,2,0,1,0,0,1,0,0,1,0,4
